spot_shock,vol_shock,rate_shock,portfolio_mv,pnl,pnl_pct,delta,gamma,vega,theta,rho
-0.1,-0.05,0.0,-229.19085540531046,-250.54965595384044,-1173.051152308665,15.016618387643259,1.5554451753290937,400.64556676367135,-0.43760809408868095,28.67363046313696
-0.1,0.0,0.0,-208.41644605917912,-229.7752466077091,-1075.7872198189675,16.557833577026702,1.063220203152452,408.75411804270055,-0.6628642373015414,144.78132848730587
-0.1,0.05,0.0,-188.2225958665307,-209.58139641506068,-981.2414135281819,17.554217097444184,1.0294708461184652,401.9811785123175,-0.866172516122323,229.28145752566758
0.0,-0.05,0.0,2.6815451843335154,-18.67725536419647,-87.44524451061429,31.749203771752313,1.424753775283806,354.46714584860655,-0.728061177306605,521.8839359382439
0.0,0.0,0.0,21.358800548529985,0.0,0.0,30.063013639486602,1.3150662780778761,389.91467033538123,-0.9664117316301826,520.7235048663631
0.0,0.05,0.0,41.28467981895315,19.925879270423167,93.29119032292552,28.982986818737892,1.0380608717242308,410.1215180876185,-1.214449596723711,516.3926917165237
0.1,-0.05,0.0,364.04490153317187,342.6861009846419,1604.4257738444362,39.10554743319026,0.1455194536824086,3.826820261114623,-0.39041562408774094,709.6163169348881
0.1,0.0,0.0,365.9862741707404,344.6274736222104,1613.51510745733,37.99093311403889,0.24580725686608215,76.75607135761501,-0.5432152893262586,694.9646374500846
0.1,0.05,0.0,371.7368584614142,350.37805791288423,1640.438830433289,36.73554614260137,0.29102227502422623,152.52722609534945,-0.7568696663056571,675.4931852925165
